Regulator	Molecule Type	Target genes	count	z-score	Direction
phenethyl isothiocyanate	chemical drug	FTSJ3, GCLM, GOLGA7, GPN2, GSS, GSTA1, GSTA3, GSTK1, GSTT2/GSTT2B, H2AFZ, HMMR, HSP90AA1, IDH1, IFIT1, IFIT2, IFIT3, IFNB1, JAK1, KAT2B, KDR, KIAA0101, KRT20, LARS, MAP2, MAP2K3, MAP4K3, MAPK6, MCL1, MGST1, MGST3, MMP2, NNMT, PCNA, PCSK9, PDCD10, PLS3, PSMA6, PSMB3, PTPRE, QSOX1, RAB1A, RABIF, RASA1, RBBP6, RLIM, ROCK1, ROCK2, RPL3, RPL5	49.0	-2.016	repressed
phorbol esters	chemical - other	ANXA1, APP, B2M, BCAR1, CD44, CDH2, CERK, CRH, CRYAA/LOC102724652, CXCL6, CXCL8, CYP24A1, DUSP1, DUSP2, EGR1, ERCC1, FOS, GAST, GRK4, HK2, HOXA5, HOXB7, HSD17B4, HTT, IFNG, IGFBP1, IL10, IL1B, IL1R1, IL2, IL2RA, IL4, IL5, IL6, ITGAD, ITGAM, IVL, JUN, JUNBCRH, JUNB, LIF, MMP1, MMP10, MMP3, MMP9, NFKB1GAST, NFKB1, ODC1, OSM, PDGFA, PLAT, PLAU, PRKCA, PRKCB, PRKCG, PSCA, PTGDS, PTGS2, PTPRO, REL	60.0	4.537999999999999	induced
phorbol myristate acetate	chemical drug	ABCA1, ABCA7, ABCB1, ACE, ACHE, ACO1, ACSL4, ACSM5, ACTB, ADAM15, ADAM17, ADAM28, ADAM8, ADAM9, ADAMTS1, ADAMTS4, ADM, ADORA2A, ADRB3, AGER, AGT, AGTR1, AHSA1, AKR1B10, AKT1, ALAS1, ALB, ALOX12, ALOX15B, AMER2, ANGPT1, ANGPT2, ANGPTL4, ANXA1, APOBEC3G, APOM, APP, APRT, AQP4, AREG, ARF4, ARG1, ASAH2, ASCL1, ATM, ATP11B, ATP12A, ATP1A3, ATP2A2, AURKA, AURKB, AVPR1B, AXL, AZU1, B3GNT5, BAK1, BAX, BCAR1, BCL2, BCL2A1, BCL2L1, BDNF, BECN1, BGLAP, BIRC3, BIRC5, BLM, BMP6, BMP7, BNIP3L, BTC, BTG2, BTK, C10orf90, C14orf159, C3, C5, C5AR1, CA11, CA2, CA8, CACNA1B, CALCR, CAPG, CAV1, CAV2, CBS/LOC102724560, CCL1, CCL18, CCL2, CCL20, CCL3, CCL3L3, CCL4, CCL5, CCNA1, CCNA2, CCND1, CCND2, CCND3, CCNE1, CCNH, CCNT1, CCR2, CCR3, CCR7, CD14, CD163, CD209, CD276, CD28, CD36, CD4, CD40LG, CD44, CD52, CD55, CD68, CD69, CD70, CDC42, CDH1, CDK1, CDK4, CDK5R1, CDK5R2, CDK7, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2D, CEBPA, CERK, CES1, CFLAR, CFTR, CGA, CHGA, CIDEC, CIITA, CKM, CLCF1, CLDN1, CLEC12B, CMPK1, CPE, CR2, CREB1, CREBBP, CREM, CRH, CRHBP, CRHR1, CRX, CSF1, CSF1R, CSF2, CSF2RA, CSF3, CSHL1, CSTA, CTGF, CTLA4, CTNNB1, CTSD, CTSV, CTTN, CUL3, CXCL10, CXCL13, CXCL3, CXCL8, CXCR2, CXCR4, CYBA, CYBB, CYP11A1, CYP11B2, CYP17A1, CYP19A1, CYP1A1, CYP1A2, CYP21A2, CYP24A1, CYP27B1, CYP2A6 (includes others), CYP2E1, CYP7A1, CYR61, DAB2, DBP, DCD, DDIT4, DEFB4A/DEFB4B, DEK, DES, DGKD, DIO1, DIO3, DMBT1, DMRT1, DNAJC3, DNMT1, DNTT, DSG1, DSG3, DTL, DUSP1, DUSP2, DUSP8, DYNC1I1, E2F1, E2F3, E2F4, EBI3, ECE1, EDF1, EEF1D, EFNB2, EGF, EGFR, EGR1, EGR2, EGR3, EIF2AK2, EIF4A1, EIF4A3, EIF4E, EIF4EBP1, EIF4EBP2, EIF4G1, EIF5A, EIF6, ELANE, ELK1, EN1, EP300, EPHA2, EPHA4, ERBB2, ERBB4, ERCC1, ERRFI1, ESR1, ESR2, ETNPPL, ETS1, ETS2, F3, FAAH, FAS, FASLG, FBXW11, FCER1G, FCGR1A, FDX1, FFAR2, FGF2, FGF7, FGFBP1, FHL5, FKBP5, FLT1, FOS, FOSB, FOSL1, FOSL2, FOXC2, FOXP1, FOXP3, FSHB, FST, FSTL3, FTH1, FURIN, FUT9, GABRP, GAL, GAL3ST1, GAP43, GATA1, GATA2, GATA3, GCLC, GDF15, GEM, GJA1, GLIS1, GLRX3, GLS, GML, GNAI2, GNAZ, GNB2L1, GNB3, GNRH1, GNRHR, GON4L, GP6, GPC2, GPHA2, GPR35, GPR55, GPR83, GRIN2A, GRK5, GSTA1, GSTA5, GSTM1, GSTP1, GTF2B, H1FX, HAS1, HAS2, HAVCR1, HBEGF, HDC, HES1, HGF, HIF1A, HIST1H4C, HIST2H4A, HLA-DRA, HMBS, HMGA1, HMGA2, HNF1A, HNF4A, HNRNPC, HNRNPF, HNRNPK, HOXA5, HOXA7, HOXA9, HOXB7, HPSE, HRAS, HRH1, HSD11B1, HSD17B1, HSD17B13, HSD17B2, HSD3B1, HSH2D, HSP90AB1, HSPA4, HSPA5, HTR1A, HTR2A, HTR7, HTT, IBSP, ICAM1, ICOS, ID1, ID2, ID3, IFI35, IFNG, IFNGR1, IFNGR2, IGF1, IGF2, IGFBP1, IGFBP2, IGFBP3, IGFBP5, IGFBP6, IKBKE, IKZF3, IL10, IL11, IL12A, IL12B, IL12RB1, IL12RB2, IL13, IL17A, IL17C, IL17F, IL18, IL1A, IL1B, IL2, IL20RA, IL21, IL22, IL22RA2, IL23A, IL24, IL2RA, IL2RG, IL31RA, IL4, IL5, IL6, IL6R, IL7R, ILF3, INHBA, INHBB, IRAK1, IRAK3, IRAK4, IRF1, IRF2, IRF4, IRF7, ISG15, ISLR2, ITCH, ITGA2, ITGA2B, ITGAD, ITGAL, ITGAM, ITGAX, ITGB1, ITGB2, ITGB3, ITM2A, IVL, JAK3, JUN, JUNB, JUND, KAT2BCES1, KAT2B, KCNJ10, KCNK2, KCNN4, KEL, KIT, KLF2, KLF4, KLF5, KLHL4, KLK3, KLK7, KRT10, KRT25, KRT26, KRT27, KRT31, KRT34, KRT35, KRT71, KRT83, KRTAP1-3, KRTAP13-1, KRTAP19-3, KRTAP2-3/KRTAP2-4, KRTAP26-1, KRTAP3-1, KRTAP4-3, KRTAP4-9, LARP4, LAT, LCN2, LDLR, LEPR, LHB, LIF, LIN7A, LIPA, LIPC, LIPE, LOR, LOXL2, LPL, LRRFIP1, LTA, LTB, LTBR, LYVE1, LYZ, MAD1L1, MAF, MAOB, MAP2K1, MAPK9, MARS2, MCL1, MECP2, MEFV, METAP2, METTL7A, MICA, MINA, MKNK1, MME, MMP1, MMP11, MMP12, MMP13, MMP14, MMP19, MMP2, MMP3, MMP7, MMP8, MMP9, MPO, MPZ, MRC1, MRPL12, MRPS12, MSR1, MST1R, MT-CO1, MT2A, MTFMT, MTIF2, MTRR, MUC2, MUC20, MUC4, MUC5AC, MUC5B, MYADML2, MYC, MYH1, MYH9, MYLPF, MYOG, MYOZ2, NAB2, NCF1, NCR1, NDFIP2, NEIL3, NEU1, NEU3, NF1, NFAT5, NFATC1, NFIL3, NFKB1, NFKBIA, NFKBIB, NFKBIE, NKAIN3, NKX2-1, NME2, NOS2, NOX1, NPM1, NPPA, NPR3, NPY, NQO1, NR4A1, NR4A2, NR5A1, NRP1, NTRK1, NTSFTH1, NTS, OCLN, ODC1, OLR1, OR10J3, OSM, P2RX1, P2RY2, PABPC4L, PAK2, PAQR7, PAX5, PCK1, PCNA, PCSK2, PDE1C, PDE3B, PDE4D, PDGFA, PDGFRB, PDK4, PDPK1, PDPN, PEA15, PECAM1, PER1, PER2, PES1, PF4, PGAP1, PGR, PHGDH, PI3, PIM1, PKM, PLA2G15, PLAGL1, PLAT, PLAU, PLAUR, PLD1, PMCH, PNP, PODXL2, POLR1C, POMC, PON1, POU1F1, POU2AF1, POU2F2, POU4F1, PPARD, PPARG, PPBP, PPP1R12A, PRDX1, PRKACA, PRKAR1A, PRKAR2B, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCQ, PRKCZ, PRKD1, PRKG2, PRKX, PRL, PRNP, PRR9, PRSS16, PRTN3, PSEN1, PSMC3, PTEN, PTGDS, PTGER2, PTGER4, PTGES, PTGFR, PTGS1, PTGS2, PTH1R, PTK2, PTPN6, PTPRB, PTPRE, PTPRF, PTPRG, PTPRJ, PTPRN, PTPRO, RAB27A, RAB36, RAD17, RAE1, RANBP1, RARA, RARB, RASGRP1, RBBP4, RBP2, RBPJ, RCAN1, RECQL, RECQL4, REL, RELA, RELB, REN, RETN, RGN, RGS1, RGS2, RHOH, RNF4, RNF7, RORC, RPL19ABCA1, RPL19, RRP15, RUNX1, RUVBL2, RXRA, S100A10, S100A14, S100A8, S100A9, SBSN, SCN9A, SCNN1A, SELE, SELL, SELP, SELPLG, SEMA3D, SERPINA1, SERPINA3, SERPINB10, SERPINB12, SERPINB2, SERPINB7, SERPINB9, SERPINE1, SETD7, SFRP2, SFTPA1, SFTPB, SHFM1, SHISA7, SIGLEC8, SKI, SKIDA1, SLC12A2, SLC16A1, SLC23A1, SLC28A3, SLC29A1, SLC2A1, SLC2A2, SLC6A2, SLC6A7, SLC7A1, SLC7A11, SLC9A2, SLPI, SMAD3, SMG8, SMPD1, SNAI1, SNAI2, SNAP25, SNCG, SOCS3, SOD1, SOD2, SP1, SP4, SP5, SPARC, SPHK1, SPIC, SPN, SPP1, SPRR1A, SPRR1B, SRC, SRD5A2, SRGN, SSB, SST, ST3GAL1, ST6GAL1, STAT1, STAT3, STAT5B, STATH, STC1, STK11, STK40, SULT1A1, SULT4A1, SUSD4, SYT4, TACR1	766.0	10.166333333333334	induced
phosphate	chemical - endogenous mammalian	A2M, ACADSB, ACAT1, ADAMTS2, ADK, AHSG, AKT1, ALPL, AMBP, ANKH, ATM, AXL, BGLAP, BIRC6, BLVRA, BMP2, CHST12, CIT, COL19A1, COL5A1, CPNE1, CPT2, CYC1, PKD2, PLA2G12A, PLEC, POLR3K, POSTN, PRKRIR, PRPF31, PTH, RHOC, RPL7L1, SDF2L1, SLC20A1, SLC20A2, SLC25A5, SLC34A1, SLC34A2, SLC6A3, SLTM, SPP1, STC1, STC2	44.0	0.0	
pioglitazone	chemical drug	ABCA1, ABCB10, ABCG1, ACE2, ACTA1, ACTA2, ADIPOQ, ADIPOR2, ADRB3, AGER, AHSG, ANGPTL4, APOA1, APOA2, APOA4, APOB, APOC3, APOE, APP, AQP1, AQP7, ATP2A2, ATP2A3, BACE1, BAX, BCL2, BRCA1, CAT, CAV1, CCND1, CD36, CD80, CD86, CDK4, CDKN1A, CDKN1B, CEBPD, CFD, CKM, CMKLR1, COX4I1, CTGF, CXCL10, CXCL8, CYP2B6, CYP3A4, PLIN1, PLIN2, PPARD, PPARG, PPARGC1A, PPARGC1B, PRLR, PTGS2, PTH, PTPN11, RARB, RB1, RBP4, RETN, SCARB1, SCNN1G, SERPINA12, SERPINB5, SERPINE1, SLC27A1, SLC2A1, SLC2A2, SLC2A4, SLC9A3, SOAT1, SOD2, SOST, SP1, SREBF1	75.0	0.0	
pirinixic acid	chemical toxicant	AADAC, ABCA1, ABCB4, ABCC1, ABCC3, ABCD3, ABCG2, ACAA1, ACAA2, ACACA, ACACB, ACADL, ACADM, ACADS, ACADVL, ACAT1, ACAT2, ACMSD, ACOT2, ACOT4, ACOT8, ACOX1, ACSL1, ACSL4, ACSL5, ACSS2, ADH1C, ADH4, ADIPOR1, ADIPOR2, AFP, AHSG, AKR1B10, AKR1C3, ALAS1, ALDH3A1, ALDH3A2, ALDH9A1, ALDOC, ANGPTL4, ANXA2, ANXA7, AP3M1, APCS, APOA1, APOA2, APOA4, APOC2, APOE, APOM, AQP3, AQP9, ASL, ASNS, ATP11A, BAX, BMP15, BMP7, BNIP3, BPGM, BSG, C3, C5, C9, CASP2, CAT, CCK, CCL2, CCL5, CCNA2, CCNB1, CCND1, CCND3, CCNE1, CCNT1, CCT3, CCT6A, CCT7, CD200, CD36, CD5L, CD63, CDH2, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDKN2A, CEACAM1, CFH, CFI, CGA, CGB (includes others), CHAF1B, CHEK1, CIDEA, CIDEC, CLU, COL1A1, CPT1A, CPT1B, CPT2, CREB3L3, CRP, CTSB, CXCL12, CXCL3, CXCL8, CYP1A1, CYP1A2, CYP27A1, CYP2B6, CYP2C8, CYP2C9, CYP2J2, CYP3A4, CYP3A43, CYP3A5, CYP3A7, CYP4A11, CYP7A1, CYP7B1, CYP8B1, DAD1, DBI, DECR1, DECR2, DLAT, DNAJB2, DPP4, DYNLL1, ECH1, ECI1, ECI2, EGFR, EHHADH, EIF3E, ELOVL1, ELOVL3, ELOVL5, ELOVL6, ENDOG, ENTPD1, ETFDH, F3, FABP1, FABP2, FABP4, FABP5, FADS1, FADS2, FAS, FASN, FBP1, FBP2, FCER1G, FEN1, FGB, FGF21, FIGF, FKBP1A, FOXA3, FOXC2, FURIN, G0S2, G6PC, G6PD, GADD45A, GADD45B, GAPDH, GBE1, GLCE, GLUL, GNB4, GOT1, GOT2, GPAM, GPD1, GPD2, GPR22, GRHPR, GRPEL1, GRPEL2, GSTM3, HADH, HADHA, HADHB, HGF, HIF1A, HILPDA, HIST1H1C, HLA-DQA1, HLA-E, HMGCR, HMGCS1, HMGCS2, HMGN1, HMOX1, HNF1B, HNF4A, HOXA7, HOXC6, HPX, HSD17B10, HSD17B11, HSD17B4, HSP90AA1, HSPB1, HSPD1, HSPE1, ID2, IFITM3, IFNG, IL1B, IL1RN, IL2, IL4, IL6, INSIG1, IRF8, ITGAM, ITGB5, JAG2, JUNBCFH, JUNB, KDR, KLF10, KLF11, KPNA1, KRT8, LAMB3, LCN2, LDHB, LDLR, LECT2, LEP, LGALS3, LGALS4, LIFR, LIG1, LPIN2, LPL, LY6D, MAP3K8, MARK2, MBD1, MBL2, MCL1, MEST, MET, MGLL, MGST2, MGST3, MLYCD, MMP13, MMP9, MOS, MPDZ, MTTP, MYBL2, MYC, NAP1L1, NBN, NFKBIA, NOS2, NPC1, NPC2, NPPB, NR1D1, NR1H2, NR1H3, NR2C1, NRG4, NUDT7FURIN, NUDT7, ORM1, PAICS, PCK2, PCM1, PCNA, PCSK5, PCSK9, PDCD4, PDCD5, PDHB, PDK4, PERP, PEX11A, PFKL, PGM1, PHLDA1, PIK3R3, PKLR, PLA2G2A, PLEKHB1, PLIN2, PLIN4, PLIN5, PLTP, POLB, POPDC3, POR, PPARA, PPARG, PPARGC1A, PPIC, PPID, PRL, PRSS2, PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA7, PSMB1, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMC1, PSMC2, PSMC3, PSMC6, PSMD14, PSMD4, PSME1, PTAFR, PTGS2, PTPN21, PTPRC, PTPRF, PTPRS, PXMP4, RAD51B, RBFOX2, RORA, RPIAAADAC, RPIA, RTN4, RXRA, RXRB, RXRG, SAA1, SC5D, SCD, SCP2, SERPINE1, SLC10A2, SLC16A13, SLC16A5, SLC22A5, SLC23A1, SLC25A20, SLC25A32, SLC27A1, SLC27A2, SLC27A5, SLC2A4, SREBF1, ST3GAL5, STK36, SULT2A1, SYCP3	366.0	6.908	induced
plicamycin	chemical drug	ABCA1, ABCB8, ABCG2, ADAMTS4, ADH5, AFAP1L1, AHR, AKT2, ALOX15B, ATP7A, AVPI1, AXL, B4GALT5, BAK1, BBC3, BNIP3L, C17orf96, CA9, CACNA2D3, CACNG2, CAMK1G, CAMKK2, CCL2, CDC25A, CDKN1A, COL1A1, COL1A2, CTGF, CX3CL1, CXCL1, CYBRD1, CYP19A1, CYP2E1, CYP4V2, DNM1, EGFR, EPS8, F3, FASN, FBXW7, FOXM1, FOXO3, GFRA2, GJB2, GNAI2, GPD1, HDAC4, HIF1A, HMGCR, HMOX1, ID1, IER5, IGFBP4ABCA1, SLC40A1, SNAP25, SOCS3, SP1, STARD10, TESC, TGFBR2, TIMP1, TP53, TYMP, UBC, VDR, WNT9A, WWC1, ZMYND8ABCA1, PLAUR, PLXDC1, PPP1R1B, PRKCD, PRKDC, PROM1, RASL11B, SEMA7A, SERPINE1, SERPINE2, SETDB1, SIRT1, SLC11A2	81.0	-2.9939999999999998	repressed
poly rI:rC-RNA	chemical reagent	ABCA1, ABCE1, ACSL3, ADAM10, ADAR, AFAP1, AGRN, ANXA1, APOBEC3G, ARID5A, ASB13, ATF3, ATF4, ATP6V0A2, AXL, B2M, BAK1, BAX, BCL2, BIRC2, BIRC3, BNIP3, BST2, BTN3A3, C2, C3, CASP7, CCL11, CCL17, CCL2, CCL20, CCL26, CCL3, CCL3L3, CCL4, CCL5, CCL8, CCND3, CCR7, CD14, CD200, CD209, CD274, CD36, CD40, CD40LG, CD44, CD47, CD69, CD70, CD74, CD80, CD83, CD86, CDC14A, CEBPB, CEBPD, CFB, CFLAR, CHN1, CLEC7A, CNP, CRP, CSF2, CSF3, CTNNB1, CX3CL1, CXCL1, CXCL10, CXCL11, CXCL2, CXCL3, CXCL8, CXCL9, CXCR3, CXCR4, CYP4F2, DAXX, DDX58, DEFB1, DEFB104A/DEFB104B, DEFB4A/DEFB4B, DHX58, DIO1, DIO2, DLL1, DLL4, DLX1, DNMT3A, DUOX1, DUSP1, DUSP5, EBI3, EDN1, EFNB3, EGR1, EIF2AK2, EIF2S3, ELAVL2, ELF3, ELMOD2, ETNK1, EZR, FAS, FASLG, FCGR1A, FCGR2B, FGF2, FN1, FOS, FPR1, GADD45B, GBP1, GBP2, GCH1, GDF15, GJD2, HAS1, HFE, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HSPB2, ICAM1, IDO1, IFI16, IFI27, IFIH1, IFIT1, IFIT1B, IFIT2, IFIT3, IFIT5, IFNA1/IFNA13, IFNA2, IFNA4, IFNB1, IFNG, IFNGR1, IFNK, IFNL1, IFNL2, IFNL3, IGF1, IGFBP6, IL10, IL10RA, IL11, IL12A, IL12B, IL13, IL13RA2, IL15, IL15RA, IL17A, IL1A, IL1B, IL2, IL21, IL23A, IL27, IL2RA, IL2RG, IL32, IL4I1, IL4R, IL6, IQGAP2, IRAK1, IRAK2, IRF1, IRF2, IRF3, IRF5, IRF7, IRF9, ISG15, ISG20, ITGA5, ITGAM, ITGAX, JAK2, JUN, JUNBCFB, JUNB, KLF4, KLF6, KMO, KRT19, KYNU, LGALS9, LGALS9B, LIF, LIMK1, LIPG, LPL, LTA, LTB, LTF, LY6E, LYN, LYZ, M6PR, MARCO, MBL2, MEIS1, MMP1, MMP2, MMP3, MMP9, MRAS, MSR1, MX1, MYC, MYD88, NAMPT, NANOG, NAT1, NFIL3, NFKB1, NFKBIA, NLRC5, NLRP3, NMI, NOS2, NOTCH1, NOTCH3, NR4A1, NR4A2, NR4A3, NUP153, OAS1, OAS2, OAS3, OASLGADD45B, OASL, OLR1, PARG, PARP11, PCK2, PDCD1LG2, PHLDA1, PI4KB, PIGR, PIM1, PIM3, PIWIL4, PLA2G4C, PLAU, PLAUR, PLCG1, PMAIP1, POU5F1, PPP1R15A, PRKAR1B, PRKCD, PRKCQ, PSEN2, PSIP1, PSMA3, PSMB8, PSMB9, PSME2, PTGS2, PTPN13, PTPN2, PTPN23, PTPRJ, RARRES3, RC3H2, RELA, RGS1, RGS2, RNF114, RNF4, RNPC3	279.0	10.816	induced
potassium chloride	chemical drug	AATK, AMIGO2, ATF3, ATP1A1, ATP1B1, ATP2B1, ATP2B2, ATP2B3, ATP2B4, BCL2L11, BDNF, BTG2, CALB1, CALR, CASP3, CASP6, CASP7, CCNE1, CDK1, CDKN1B, CGA, CIDEA, CRADD, CYP11B2, DDIT3, E2F1, EGR1, EGR2, EIF2AK3, FOS, FSHB, GABRD, GNRH1, GRIN2A, HERPUD1, HSP90B1, HSPA5, ID1, ID3, IGFBP1, IGFBP5, IL1B, JUN	43.0	2.57	induced
prednisolone	chemical drug	ADORA2A, AGO2, AKT1, ALPP, ALS2, AMBRA1, APC, API5, APOE, APP, AQR, ARG1, ARSA, ATG10, ATG12, ATG16L1, ATG16L2, ATG3, ATG4A, ATG4B, ATG4C, ATG4D, ATG5, ATG7, ATG9A, ATG9B, BAD, BAG1, BAG3, BAK1, BAX, BCL2, BCL2L1, BCL2L10, BCL2L2, BECN1, BID, BIRC2, BIRC3, BNIP2, BNIP3, BTG1, BYSL, CALCB, CALCR, CASP2, CASP3, CASP8, CAT, CCL2, CD163, CD40LG, CDK5, CDK5R1, CDKN1B, CDKN2A, CEBPD, CFLAR, CLN3, CRP, CSNK1D, CTSB, CTSS, CXCL10, CXCR4, CYGB, CYP1A1, DAD1, DAPK1, DRAM1, DRAM2, DUSP1, DUSP10, EDN1, EDNRA, EIF2AK3, EIF4G1, ESR1, EVA1A, FADD, FANCC, FAS, FKBP5, FMO2, GAA, GAB1, GABARAP, GABARAPL1, GABARAPL2, GABPB1, GABRA6, GCG, GK, GLI1, GM2A, GPX3, GPX5, HDAC1, HGS, HSP90AA1, HSPA8, HTT, IFNA4, IFNB1, IFNG, IFT172, IGF1, IGF2BP3, IL10, IL19, IL1B, IL22, IL6, INS, INSR, IRS2, ISG20, ITGA4, ITGAM, KANSL1LCFLAR, KANSL1L, KCTD12, KIF9, KLF9, LDLRAD4, LHX4, LIMK2, LPO, MAP1LC3A, MAP1LC3B, MAP2K1, MAPK14, MAPK8, MB, MCL1, MRPS16, MYCN, MYH9, NFIL3, NFKB1, NLGN4X, NME5, NMT2, NOXA1, NOXO1, NQO2, NR1I3, NR3C1, NUDT18, NXNGAA, NXN, PAK7, PARK7, PCK1, PFKP, PGK1, PIK3C3, PIK3CG, PIK3R4, PIM2, PLAT, POLB, POMC, PPCDC, PRDX1, PRDX2, PRKAA1, PRKAA2, PRNP, PTEN, PTGS2, RAB24, RARRES3, RB1, RECQL4, RGS19, RHOA, RNF111, RNF38, RNF7, RPS6KB1ADORA2A, SLC41A3, SNCA, SOCS1, SOD1, SOD2, SOD3, SPHK2, SPON2, SPP1, SQSTM1, SRGN, STAT1, TGFB1, TGM2, TMEM43, TMEM74, TNF, TNFAIP3, TNFRSF11B, TNFSF10, TNFSF11, TP53, TP73, TPO, TSC22D3, TUBA4A, TXNIP, TXNRD3, UCP3, ULK1, ULK2, UTRN, UVRAG, ZBTB16, ZC3HC1, ZFP36L2ADORA2A, LOC102724428/SIK1, RPS6KB1, SDC2, SGK1, SLC29A3	222.0	-5.1546666666666665	repressed
